rigSerial,startHoleTime,endHoleTime,currentShift,software,holeID,drilledMeters,penRate,overDrill,spatialInaccuracy,bitDiameter,GPS,posMode,anchorMode,collarMode,drillMode,activationMode,borderHoleFlag,status
RigNumber,06/02/2025 07:24,06/02/2025 07:29,2025-02-06 D,6.28.1,323,5.177649467,0.022874,0.337,0.024515301,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 07:50,06/02/2025 07:55,2025-02-06 D,6.28.1,324,5.170953974,0.022038,0.304,0.05186521,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 07:58,06/02/2025 08:03,2025-02-06 D,6.28.1,325,5.19108322,0.023058,0.356,0.041976184,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 08:05,06/02/2025 08:10,2025-02-06 D,6.28.1,326,5.150991846,0.024697,0.35,0.039560081,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 08:15,06/02/2025 08:19,2025-02-06 D,6.28.1,327,5.286182176,0.024108,0.346,0.051088159,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 08:22,06/02/2025 08:27,2025-02-06 D,6.28.1,328,5.260153705,0.022898,0.349,0.02284732,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 08:30,06/02/2025 08:34,2025-02-06 D,6.28.1,329,5.225732006,0.027487,0.323,0.010049876,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 08:36,06/02/2025 08:42,2025-02-06 D,6.28.1,330,5.209843952,0.021882,0.309,0.016278821,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 08:44,06/02/2025 08:49,2025-02-06 D,6.28.1,331,5.175932573,0.023066,0.346,0.008062258,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 08:52,06/02/2025 08:56,2025-02-06 D,6.28.1,332,5.136752476,0.023649,0.334,0.031622776,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 08:59,06/02/2025 09:08,2025-02-06 D,6.28.1,333,9.114110544,0.022956,0.319,0.033734255,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 09:12,06/02/2025 09:20,2025-02-06 D,6.28.1,334,9.160481974,0.026445,0.366,0.015297058,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 09:27,06/02/2025 09:32,2025-02-06 D,6.28.1,335,5.278032399,0.023315,0.347,0.070724819,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 09:35,06/02/2025 09:40,2025-02-06 D,6.28.1,336,5.259685732,0.023389,0.299,0.014764822,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 09:42,06/02/2025 09:50,2025-02-06 D,6.28.1,337,5.297881275,0.016303,0.346,0.052924474,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 09:53,06/02/2025 10:03,2025-02-06 D,6.28.1,338,5.244556797,0.019011,0.333,0.031906112,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 10:06,06/02/2025 10:11,2025-02-06 D,6.28.1,339,5.2460691,0.021283,0.337,0.026400758,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 10:23,06/02/2025 10:30,2025-02-06 D,6.28.1,340,5.607687759,0.015958,0.334,0.075802375,203,1,None,None,None,1,None,1,Success
RigNumber,06/02/2025 10:33,06/02/2025 10:39,2025-02-06 D,6.28.1,341,5.53966795,0.018926,0.371,0.025317978,203,1,None,None,None,1,None,1,Success
RigNumber,06/02/2025 10:41,06/02/2025 10:48,2025-02-06 D,6.28.1,342,5.438767967,0.016805,0.327,0.069354163,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 10:50,06/02/2025 10:57,2025-02-06 D,6.28.1,343,5.406097576,0.017818,0.315,0.038327535,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 10:59,06/02/2025 11:04,2025-02-06 D,6.28.1,344,5.435490594,0.021486,0.316,0.010816653,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 11:07,06/02/2025 11:13,2025-02-06 D,6.28.1,345,5.47246069,0.018753,0.313,0.021931712,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 11:16,06/02/2025 11:21,2025-02-06 D,6.28.1,346,5.615614837,0.0216,0.327,0.058215118,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 11:24,06/02/2025 11:39,2025-02-06 D,6.28.1,347,5.688419904,0.024314,0.326,0.013928389,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 11:42,06/02/2025 11:47,2025-02-06 D,6.28.1,348,5.729081078,0.021711,0.348,0.036124784,203,1,None,None,None,1,None,0,Success
RigNumber,06/02/2025 11:50,06/02/2025 11:55,2025-02-06 D,6.28.1,349,6.016335845,0.024556,0.351,0.009433981,203,1,None,None,None,1,None,0,Success
